#x/H z/H N ux_rms/Uc uz_rms/Uc uy_rms/Uc
9.00E+00 1.48E+00 332 7.53E-02 6.14E-02 5.79E-02
9.00E+00 1.50E+00 342 6.92E-02 5.63E-02 5.89E-02
9.00E+00 1.53E+00 336 7.96E-02 6.75E-02 5.56E-02
9.00E+00 1.55E+00 328 6.02E-02 5.46E-02 5.21E-02
9.00E+00 1.58E+00 310 6.36E-02 5.35E-02 5.05E-02
9.00E+00 1.60E+00 326 6.35E-02 6.41E-02 5.17E-02
9.00E+00 1.63E+00 292 6.87E-02 6.17E-02 4.60E-02
9.00E+00 1.65E+00 324 6.22E-02 5.38E-02 4.29E-02
9.00E+00 1.67E+00 321 5.32E-02 5.72E-02 4.99E-02
9.00E+00 1.70E+00 275 5.33E-02 4.78E-02 4.55E-02
9.00E+00 1.72E+00 329 5.90E-02 6.24E-02 4.48E-02
9.00E+00 1.75E+00 303 5.65E-02 5.42E-02 4.70E-02
9.00E+00 1.77E+00 278 6.21E-02 5.07E-02 4.83E-02
9.00E+00 1.80E+00 283 5.37E-02 4.67E-02 4.00E-02
9.00E+00 1.82E+00 312 5.50E-02 4.90E-02 4.40E-02
9.00E+00 1.85E+00 311 5.74E-02 5.02E-02 4.21E-02
9.00E+00 1.87E+00 308 6.02E-02 5.51E-02 4.57E-02
9.00E+00 1.90E+00 329 5.36E-02 4.96E-02 4.31E-02
9.00E+00 1.92E+00 304 6.03E-02 5.15E-02 4.35E-02
9.00E+00 1.94E+00 303 6.09E-02 5.04E-02 4.97E-02
9.00E+00 1.97E+00 302 6.09E-02 4.49E-02 4.52E-02
9.00E+00 1.99E+00 290 6.76E-02 4.07E-02 4.58E-02
9.00E+00 2.02E+00 296 5.98E-02 4.54E-02 4.40E-02
9.00E+00 2.04E+00 262 6.17E-02 5.34E-02 4.73E-02
9.00E+00 2.07E+00 288 6.73E-02 5.44E-02 4.92E-02
9.00E+00 2.09E+00 285 6.44E-02 4.93E-02 4.74E-02
9.00E+00 2.12E+00 292 6.57E-02 4.67E-02 4.87E-02
9.00E+00 2.14E+00 294 7.50E-02 4.82E-02 5.12E-02
9.00E+00 2.16E+00 330 6.32E-02 4.84E-02 5.24E-02
9.00E+00 2.19E+00 331 6.96E-02 4.40E-02 5.14E-02
9.00E+00 2.21E+00 266 6.85E-02 4.14E-02 5.15E-02
9.00E+00 2.24E+00 328 6.53E-02 4.92E-02 5.16E-02
9.00E+00 2.26E+00 296 6.75E-02 4.59E-02 5.16E-02
9.00E+00 2.29E+00 364 7.61E-02 4.86E-02 5.40E-02
9.00E+00 2.31E+00 324 7.58E-02 5.58E-02 5.65E-02
9.00E+00 2.34E+00 314 7.63E-02 4.92E-02 6.24E-02
9.00E+00 2.36E+00 320 7.83E-02 5.43E-02 5.50E-02
9.00E+00 2.38E+00 351 7.12E-02 5.20E-02 5.70E-02
9.00E+00 2.41E+00 354 7.47E-02 5.23E-02 6.05E-02
9.00E+00 2.43E+00 349 8.19E-02 5.17E-02 5.74E-02
9.00E+00 2.46E+00 328 8.43E-02 5.11E-02 5.96E-02
9.00E+00 2.48E+00 366 8.12E-02 5.31E-02 6.31E-02
9.00E+00 2.51E+00 392 9.10E-02 5.40E-02 6.76E-02
9.00E+00 2.53E+00 392 9.47E-02 5.77E-02 6.36E-02
9.00E+00 2.55E+00 410 8.78E-02 5.30E-02 6.58E-02
9.00E+00 2.58E+00 445 8.84E-02 5.17E-02 7.10E-02
9.00E+00 2.60E+00 438 8.90E-02 5.64E-02 6.97E-02
9.00E+00 2.63E+00 431 8.94E-02 5.90E-02 6.99E-02
9.00E+00 2.65E+00 396 9.36E-02 5.85E-02 6.87E-02
9.00E+00 2.68E+00 459 9.43E-02 5.74E-02 7.12E-02
9.00E+00 2.70E+00 415 8.91E-02 5.60E-02 7.00E-02
9.00E+00 2.73E+00 444 9.49E-02 5.45E-02 6.72E-02
9.00E+00 2.75E+00 430 9.07E-02 5.84E-02 6.64E-02
9.00E+00 2.78E+00 466 9.37E-02 5.85E-02 7.76E-02
9.00E+00 2.80E+00 463 9.26E-02 5.38E-02 6.95E-02
9.00E+00 2.82E+00 479 1.03E-01 5.79E-02 7.22E-02
9.00E+00 2.85E+00 501 1.06E-01 5.44E-02 7.05E-02
9.00E+00 2.87E+00 507 1.08E-01 4.55E-02 7.08E-02
9.00E+00 2.90E+00 523 1.04E-01 3.61E-02 6.78E-02
9.00E+00 2.92E+00 474 1.09E-01 3.12E-02 6.35E-02
9.00E+00 2.95E+00 532 1.03E-01 1.90E-02 4.52E-02
9.00E+00 2.96E+00 181 4.58E-02 9.56E-03 3.42E-02


#x/H z/H N ux_rms/Uc uz_rms/Uc uy_rms/Uc
1.00E+01 1.88E-02 50 4.48E-02 1.86E-02 3.43E-02
1.00E+01 3.64E-02 223 7.60E-02 1.98E-02 6.65E-02
1.00E+01 6.09E-02 215 1.04E-01 3.34E-02 9.16E-02
1.00E+01 8.56E-02 183 9.97E-02 4.57E-02 1.03E-01
1.00E+01 1.10E-01 224 8.44E-02 6.08E-02 1.04E-01
1.00E+01 1.35E-01 200 1.01E-01 6.82E-02 9.57E-02
1.00E+01 1.59E-01 230 9.20E-02 7.17E-02 9.73E-02
1.00E+01 1.84E-01 232 1.05E-01 7.57E-02 9.99E-02
1.00E+01 2.09E-01 275 1.08E-01 7.70E-02 1.03E-01
1.00E+01 2.33E-01 297 9.64E-02 7.87E-02 9.77E-02
1.00E+01 2.57E-01 291 1.07E-01 7.96E-02 1.01E-01
1.00E+01 2.81E-01 326 1.04E-01 8.26E-02 1.04E-01
1.00E+01 3.05E-01 346 1.16E-01 9.28E-02 1.09E-01
1.00E+01 3.30E-01 349 1.11E-01 9.43E-02 1.06E-01
1.00E+01 3.54E-01 359 1.11E-01 9.52E-02 1.11E-01
1.00E+01 3.80E-01 422 1.17E-01 9.13E-02 1.12E-01
1.00E+01 4.03E-01 413 1.22E-01 9.05E-02 1.12E-01
1.00E+01 4.28E-01 458 1.20E-01 9.79E-02 1.04E-01
1.00E+01 4.53E-01 448 1.23E-01 1.08E-01 1.22E-01
1.00E+01 4.77E-01 470 1.19E-01 1.05E-01 1.16E-01
1.00E+01 5.01E-01 520 1.29E-01 9.99E-02 1.11E-01
1.00E+01 5.26E-01 500 1.30E-01 1.01E-01 1.15E-01
1.00E+01 5.50E-01 506 1.27E-01 1.01E-01 1.13E-01
1.00E+01 5.75E-01 513 1.33E-01 1.10E-01 1.16E-01
1.00E+01 6.00E-01 568 1.32E-01 9.74E-02 1.17E-01
1.00E+01 6.23E-01 504 1.32E-01 9.78E-02 1.11E-01
1.00E+01 6.48E-01 520 1.31E-01 9.83E-02 1.20E-01
1.00E+01 6.73E-01 571 1.42E-01 1.10E-01 1.16E-01
1.00E+01 6.97E-01 519 1.36E-01 1.04E-01 1.24E-01
1.00E+01 7.21E-01 584 1.43E-01 1.06E-01 1.12E-01
1.00E+01 7.46E-01 602 1.34E-01 1.06E-01 1.12E-01
1.00E+01 7.70E-01 575 1.41E-01 1.04E-01 1.18E-01
1.00E+01 7.94E-01 633 1.42E-01 1.03E-01 1.17E-01
1.00E+01 8.19E-01 569 1.49E-01 1.09E-01 1.15E-01
1.00E+01 8.43E-01 572 1.50E-01 1.02E-01 1.17E-01
1.00E+01 8.68E-01 595 1.49E-01 1.03E-01 1.19E-01
1.00E+01 8.92E-01 633 1.45E-01 1.04E-01 1.14E-01
1.00E+01 9.17E-01 619 1.42E-01 9.82E-02 1.14E-01
1.00E+01 9.41E-01 678 1.51E-01 9.91E-02 1.15E-01
1.00E+01 9.65E-01 627 1.47E-01 9.76E-02 1.13E-01
1.00E+01 9.90E-01 674 1.46E-01 1.02E-01 1.11E-01
1.00E+01 1.01E+00 654 1.41E-01 9.78E-02 1.06E-01
1.00E+01 1.04E+00 744 1.36E-01 9.51E-02 1.04E-01
1.00E+01 1.06E+00 677 1.29E-01 9.19E-02 1.07E-01
1.00E+01 1.09E+00 729 1.37E-01 9.72E-02 1.07E-01
1.00E+01 1.11E+00 796 1.31E-01 9.54E-02 1.01E-01
1.00E+01 1.14E+00 777 1.37E-01 9.90E-02 1.04E-01
1.00E+01 1.16E+00 744 1.33E-01 9.62E-02 1.08E-01
1.00E+01 1.19E+00 842 1.32E-01 9.37E-02 9.77E-02
1.00E+01 1.21E+00 847 1.26E-01 9.00E-02 9.50E-02
1.00E+01 1.23E+00 872 1.22E-01 8.33E-02 8.82E-02
1.00E+01 1.26E+00 844 1.12E-01 7.91E-02 8.77E-02
1.00E+01 1.28E+00 870 1.14E-01 7.59E-02 8.75E-02
1.00E+01 1.31E+00 860 1.06E-01 7.35E-02 8.33E-02
1.00E+01 1.33E+00 851 1.09E-01 8.27E-02 7.85E-02
1.00E+01 1.36E+00 851 1.01E-01 7.92E-02 7.87E-02
1.00E+01 1.38E+00 829 1.06E-01 8.05E-02 7.35E-02
1.00E+01 1.41E+00 871 1.00E-01 7.70E-02 7.67E-02
1.00E+01 1.43E+00 742 9.51E-02 7.03E-02 6.77E-02
1.00E+01 1.45E+00 857 9.42E-02 7.16E-02 7.40E-02
1.00E+01 1.48E+00 814 8.37E-02 7.09E-02 6.60E-02
1.00E+01 1.50E+00 848 7.96E-02 6.39E-02 6.32E-02
1.00E+01 1.53E+00 865 6.96E-02 6.05E-02 6.39E-02
1.00E+01 1.55E+00 861 7.47E-02 6.22E-02 5.68E-02
1.00E+01 1.58E+00 799 6.74E-02 5.84E-02 5.91E-02
1.00E+01 1.60E+00 855 6.83E-02 5.85E-02 5.15E-02
1.00E+01 1.63E+00 852 5.81E-02 5.57E-02 5.20E-02
1.00E+01 1.65E+00 875 6.00E-02 5.56E-02 4.90E-02
1.00E+01 1.68E+00 845 5.84E-02 5.45E-02 4.52E-02
1.00E+01 1.70E+00 908 6.10E-02 5.43E-02 4.72E-02
1.00E+01 1.72E+00 884 6.00E-02 5.53E-02 4.64E-02
1.00E+01 1.75E+00 863 5.46E-02 5.22E-02 4.51E-02
1.00E+01 1.77E+00 907 5.61E-02 4.92E-02 4.48E-02
1.00E+01 1.80E+00 850 5.87E-02 5.10E-02 4.34E-02
1.00E+01 1.82E+00 981 5.87E-02 4.92E-02 4.36E-02
1.00E+01 1.85E+00 903 5.46E-02 4.85E-02 4.50E-02
1.00E+01 1.87E+00 954 5.76E-02 4.52E-02 4.32E-02
1.00E+01 1.90E+00 949 5.96E-02 4.72E-02 4.42E-02
1.00E+01 1.92E+00 864 5.68E-02 4.91E-02 4.36E-02
1.00E+01 1.94E+00 883 5.86E-02 4.55E-02 4.25E-02
1.00E+01 1.97E+00 970 6.23E-02 4.59E-02 4.61E-02
1.00E+01 1.99E+00 939 6.09E-02 4.63E-02 4.20E-02
1.00E+01 2.02E+00 905 6.26E-02 4.24E-02 4.43E-02
1.00E+01 2.04E+00 943 6.60E-02 5.01E-02 4.82E-02
1.00E+01 2.07E+00 893 6.75E-02 4.50E-02 4.92E-02
1.00E+01 2.09E+00 874 6.33E-02 4.84E-02 5.05E-02
1.00E+01 2.12E+00 942 7.00E-02 4.86E-02 5.02E-02
1.00E+01 2.14E+00 828 6.73E-02 4.58E-02 5.14E-02
1.00E+01 2.16E+00 902 6.91E-02 4.82E-02 5.04E-02
1.00E+01 2.19E+00 911 6.93E-02 4.84E-02 5.02E-02
1.00E+01 2.21E+00 858 7.24E-02 4.92E-02 5.17E-02
1.00E+01 2.24E+00 834 7.57E-02 4.82E-02 5.48E-02
1.00E+01 2.26E+00 813 7.51E-02 5.32E-02 5.47E-02
1.00E+01 2.29E+00 814 7.32E-02 4.97E-02 5.55E-02
1.00E+01 2.31E+00 864 7.75E-02 5.08E-02 5.67E-02
1.00E+01 2.33E+00 792 7.98E-02 5.04E-02 5.90E-02
1.00E+01 2.36E+00 788 8.07E-02 4.95E-02 5.92E-02
1.00E+01 2.38E+00 799 8.24E-02 5.87E-02 6.28E-02
1.00E+01 2.41E+00 715 7.98E-02 5.58E-02 5.93E-02
1.00E+01 2.43E+00 707 7.97E-02 5.52E-02 6.63E-02
1.00E+01 2.46E+00 741 8.41E-02 5.59E-02 6.47E-02
1.00E+01 2.48E+00 738 8.70E-02 5.50E-02 6.22E-02
1.00E+01 2.51E+00 616 8.36E-02 5.93E-02 6.81E-02
1.00E+01 2.53E+00 713 8.52E-02 5.86E-02 6.81E-02
1.00E+01 2.56E+00 602 8.74E-02 5.52E-02 6.83E-02
1.00E+01 2.58E+00 594 8.60E-02 5.50E-02 6.91E-02
1.00E+01 2.60E+00 529 9.44E-02 5.97E-02 7.48E-02
1.00E+01 2.63E+00 592 9.43E-02 5.65E-02 6.92E-02
1.00E+01 2.65E+00 587 9.62E-02 6.11E-02 6.95E-02
1.00E+01 2.68E+00 521 8.88E-02 5.99E-02 7.17E-02
1.00E+01 2.70E+00 503 9.25E-02 6.02E-02 6.88E-02
1.00E+01 2.73E+00 487 9.49E-02 5.79E-02 7.28E-02
1.00E+01 2.75E+00 519 1.01E-01 6.03E-02 7.82E-02
1.00E+01 2.77E+00 455 9.69E-02 5.85E-02 7.29E-02
1.00E+01 2.80E+00 471 1.05E-01 5.44E-02 6.78E-02
1.00E+01 2.82E+00 457 1.06E-01 5.28E-02 7.00E-02
1.00E+01 2.85E+00 489 9.89E-02 4.89E-02 6.93E-02
1.00E+01 2.87E+00 462 1.13E-01 4.53E-02 6.66E-02
1.00E+01 2.90E+00 457 1.12E-01 3.80E-02 6.51E-02
1.00E+01 2.92E+00 419 1.18E-01 3.00E-02 5.95E-02
1.00E+01 2.95E+00 419 1.08E-01 1.61E-02 4.76E-02
1.00E+01 2.97E+00 136 1.43E-01 2.90E-02 3.12E-02
